direction,scale,prompt,g_read
jtw_mean_diff_tgt,0.0,The capital of Japan is,104.413
jtw_mean_diff_tgt,0.0,The capital of France is,107.833
jtw_mean_diff_tgt,0.0,The capital of Italy is,109.421
jtw_mean_diff_tgt,0.0,The capital of Egypt is,106.219
jtw_mean_diff_tgt,0.0,The capital of Russia is,114.747
jtw_mean_diff_tgt,0.0,The city of Paris is in the country of,73.0311
jtw_mean_diff_tgt,0.0,The city of Cairo is in the country of,77.8199
jtw_mean_diff_tgt,0.0,The city of Sydney is in the country of,78.2995
jtw_mean_diff_tgt,0.0,The largest ocean on Earth is the,82.5594
jtw_mean_diff_tgt,0.0,The tallest mountain on Earth is Mount,101.239
jtw_mean_diff_tgt,0.0,The chemical symbol for water is,65.0198
jtw_mean_diff_tgt,0.0,The chemical symbol for gold is,75.319
jtw_mean_diff_tgt,0.0,Water is made of hydrogen and,77.5189
jtw_mean_diff_tgt,0.0,The Earth orbits the,94.9448
jtw_mean_diff_tgt,0.0,The center of our solar system is the,87.02
jtw_mean_diff_tgt,0.0,Humans breathe in oxygen and breathe out,74.9604
jtw_mean_diff_tgt,0.0,The planet closest to the Sun is,95.4019
jtw_mean_diff_tgt,0.0,The freezing point of water in Celsius is,65.9791
jtw_mean_diff_tgt,0.0,The gas that plants absorb from the air is,77.066
jtw_mean_diff_tgt,0.0,The organ that pumps blood through the body is the,83.0522
jtw_mean_diff_tgt,0.0,Two plus two equals,34.8034
jtw_mean_diff_tgt,0.0,Three times three equals,37.8188
jtw_mean_diff_tgt,0.0,Ten minus four equals,32.3084
jtw_mean_diff_tgt,0.0,The square root of nine is,41.5745
jtw_mean_diff_tgt,0.0,One hundred divided by ten equals,30.8447
jtw_mean_diff_tgt,0.0,The opposite of hot is,33.1046
jtw_mean_diff_tgt,0.0,The opposite of up is,35.764
jtw_mean_diff_tgt,0.0,The sun rises in the,71.2861
jtw_mean_diff_tgt,0.0,The first president of the United States was,81.656
jtw_mean_diff_tgt,0.0,The author of the play Romeo and Juliet is,79.1058
jtw_mean_diff_tgt,0.0,The number of days in a week is,51.799
jtw_mean_diff_tgt,0.0,The color of a clear daytime sky is,92.5063
jtw_mean_diff_tgt,5.344365861148882,The capital of Japan is,109.962
jtw_mean_diff_tgt,5.344365861148882,The capital of France is,114.546
jtw_mean_diff_tgt,5.344365861148882,The capital of Italy is,115.902
jtw_mean_diff_tgt,5.344365861148882,The capital of Egypt is,111.78
jtw_mean_diff_tgt,5.344365861148882,The capital of Russia is,121.429
jtw_mean_diff_tgt,5.344365861148882,The city of Paris is in the country of,79.1795
jtw_mean_diff_tgt,5.344365861148882,The city of Cairo is in the country of,82.7621
jtw_mean_diff_tgt,5.344365861148882,The city of Sydney is in the country of,83.7167
jtw_mean_diff_tgt,5.344365861148882,The largest ocean on Earth is the,87.0587
jtw_mean_diff_tgt,5.344365861148882,The tallest mountain on Earth is Mount,104.372
jtw_mean_diff_tgt,5.344365861148882,The chemical symbol for water is,69.8632
jtw_mean_diff_tgt,5.344365861148882,The chemical symbol for gold is,80.9566
jtw_mean_diff_tgt,5.344365861148882,Water is made of hydrogen and,81.8369
jtw_mean_diff_tgt,5.344365861148882,The Earth orbits the,98.8684
jtw_mean_diff_tgt,5.344365861148882,The center of our solar system is the,93.6975
jtw_mean_diff_tgt,5.344365861148882,Humans breathe in oxygen and breathe out,81.8878
jtw_mean_diff_tgt,5.344365861148882,The planet closest to the Sun is,100.654
jtw_mean_diff_tgt,5.344365861148882,The freezing point of water in Celsius is,73.6575
jtw_mean_diff_tgt,5.344365861148882,The gas that plants absorb from the air is,83.5436
jtw_mean_diff_tgt,5.344365861148882,The organ that pumps blood through the body is the,89.4195
jtw_mean_diff_tgt,5.344365861148882,Two plus two equals,38.3555
jtw_mean_diff_tgt,5.344365861148882,Three times three equals,42.604
jtw_mean_diff_tgt,5.344365861148882,Ten minus four equals,37.4896
jtw_mean_diff_tgt,5.344365861148882,The square root of nine is,47.4299
jtw_mean_diff_tgt,5.344365861148882,One hundred divided by ten equals,35.7723
jtw_mean_diff_tgt,5.344365861148882,The opposite of hot is,39.6387
jtw_mean_diff_tgt,5.344365861148882,The opposite of up is,41.7466
jtw_mean_diff_tgt,5.344365861148882,The sun rises in the,74.9046
jtw_mean_diff_tgt,5.344365861148882,The first president of the United States was,86.9735
jtw_mean_diff_tgt,5.344365861148882,The author of the play Romeo and Juliet is,83.7925
jtw_mean_diff_tgt,5.344365861148882,The number of days in a week is,58.1305
jtw_mean_diff_tgt,5.344365861148882,The color of a clear daytime sky is,96.7348
jtw_mean_diff_tgt,-5.344365861148882,The capital of Japan is,97.8271
jtw_mean_diff_tgt,-5.344365861148882,The capital of France is,100.151
jtw_mean_diff_tgt,-5.344365861148882,The capital of Italy is,101.859
jtw_mean_diff_tgt,-5.344365861148882,The capital of Egypt is,99.5937
jtw_mean_diff_tgt,-5.344365861148882,The capital of Russia is,106.984
jtw_mean_diff_tgt,-5.344365861148882,The city of Paris is in the country of,66.3847
jtw_mean_diff_tgt,-5.344365861148882,The city of Cairo is in the country of,71.8266
jtw_mean_diff_tgt,-5.344365861148882,The city of Sydney is in the country of,72.222
jtw_mean_diff_tgt,-5.344365861148882,The largest ocean on Earth is the,77.7791
jtw_mean_diff_tgt,-5.344365861148882,The tallest mountain on Earth is Mount,97.8543
jtw_mean_diff_tgt,-5.344365861148882,The chemical symbol for water is,59.9432
jtw_mean_diff_tgt,-5.344365861148882,The chemical symbol for gold is,69.3728
jtw_mean_diff_tgt,-5.344365861148882,Water is made of hydrogen and,72.9613
jtw_mean_diff_tgt,-5.344365861148882,The Earth orbits the,90.5074
jtw_mean_diff_tgt,-5.344365861148882,The center of our solar system is the,79.9882
jtw_mean_diff_tgt,-5.344365861148882,Humans breathe in oxygen and breathe out,67.4734
jtw_mean_diff_tgt,-5.344365861148882,The planet closest to the Sun is,89.8469
jtw_mean_diff_tgt,-5.344365861148882,The freezing point of water in Celsius is,58.214
jtw_mean_diff_tgt,-5.344365861148882,The gas that plants absorb from the air is,70.3754
jtw_mean_diff_tgt,-5.344365861148882,The organ that pumps blood through the body is the,76.623
jtw_mean_diff_tgt,-5.344365861148882,Two plus two equals,31.6284
jtw_mean_diff_tgt,-5.344365861148882,Three times three equals,33.4174
jtw_mean_diff_tgt,-5.344365861148882,Ten minus four equals,27.3718
jtw_mean_diff_tgt,-5.344365861148882,The square root of nine is,36.1617
jtw_mean_diff_tgt,-5.344365861148882,One hundred divided by ten equals,26.0784
jtw_mean_diff_tgt,-5.344365861148882,The opposite of hot is,27.3363
jtw_mean_diff_tgt,-5.344365861148882,The opposite of up is,30.6696
jtw_mean_diff_tgt,-5.344365861148882,The sun rises in the,67.8791
jtw_mean_diff_tgt,-5.344365861148882,The first president of the United States was,75.9036
jtw_mean_diff_tgt,-5.344365861148882,The author of the play Romeo and Juliet is,73.968
jtw_mean_diff_tgt,-5.344365861148882,The number of days in a week is,45.4963
jtw_mean_diff_tgt,-5.344365861148882,The color of a clear daytime sky is,87.5539
jtw_mean_diff_tgt,10.688731722297764,The capital of Japan is,114.421
jtw_mean_diff_tgt,10.688731722297764,The capital of France is,120.126
jtw_mean_diff_tgt,10.688731722297764,The capital of Italy is,121.156
jtw_mean_diff_tgt,10.688731722297764,The capital of Egypt is,116.141
jtw_mean_diff_tgt,10.688731722297764,The capital of Russia is,126.795
jtw_mean_diff_tgt,10.688731722297764,The city of Paris is in the country of,84.4067
jtw_mean_diff_tgt,10.688731722297764,The city of Cairo is in the country of,86.5317
jtw_mean_diff_tgt,10.688731722297764,The city of Sydney is in the country of,88.3465
jtw_mean_diff_tgt,10.688731722297764,The largest ocean on Earth is the,91.1671
jtw_mean_diff_tgt,10.688731722297764,The tallest mountain on Earth is Mount,107.149
jtw_mean_diff_tgt,10.688731722297764,The chemical symbol for water is,74.3106
jtw_mean_diff_tgt,10.688731722297764,The chemical symbol for gold is,86.1699
jtw_mean_diff_tgt,10.688731722297764,Water is made of hydrogen and,85.843
jtw_mean_diff_tgt,10.688731722297764,The Earth orbits the,102.271
jtw_mean_diff_tgt,10.688731722297764,The center of our solar system is the,99.8385
jtw_mean_diff_tgt,10.688731722297764,Humans breathe in oxygen and breathe out,87.9898
jtw_mean_diff_tgt,10.688731722297764,The planet closest to the Sun is,105.628
jtw_mean_diff_tgt,10.688731722297764,The freezing point of water in Celsius is,81.1302
jtw_mean_diff_tgt,10.688731722297764,The gas that plants absorb from the air is,89.5352
jtw_mean_diff_tgt,10.688731722297764,The organ that pumps blood through the body is the,94.659
jtw_mean_diff_tgt,10.688731722297764,Two plus two equals,42.3263
jtw_mean_diff_tgt,10.688731722297764,Three times three equals,47.6783
jtw_mean_diff_tgt,10.688731722297764,Ten minus four equals,42.8291
jtw_mean_diff_tgt,10.688731722297764,The square root of nine is,53.5444
jtw_mean_diff_tgt,10.688731722297764,One hundred divided by ten equals,40.6654
jtw_mean_diff_tgt,10.688731722297764,The opposite of hot is,46.6664
jtw_mean_diff_tgt,10.688731722297764,The opposite of up is,48.4077
