idx,stem,statement,j_top,tok_top,j_tgt,tok_tgt,margin,margin_capped,m_post,m_pre,delta_face,delta_cone,cone_solved,cone_faces,delta_cone_pre,cone_solved_pre,cone_faces_pre,rmsnorm_penalty,z_norm,h_norm,delta_rel_z,alpha_md_full,radial_md_full,eps_req_md_full,alpha_mean_diff_tgt_asis,radial_mean_diff_tgt_asis,eps_req_mean_diff_tgt_asis,alpha_probe_grad_tgt_asis,radial_probe_grad_tgt_asis,eps_req_probe_grad_tgt_asis
2036,Not everyone lives in a,Not everyone lives in a house.,3413, city,3036, house,1.2866123657100417,0.2576704865849111,2.1371653079986572,0.676471245161995,0.6020181784229346,0.6026202250403132,True,1,1.903848845932369,True,1,3.159284681832589,179.26338710204766,514.565182039655,0.003361646986494041,0.015285786553840828,0.06581114128893471,39.42356665243988,0.002705471465775408,0.026486130070146024,222.74129764942757,0.007152088743530352,0.006092461945098552,84.25793452093731
1171,Mice can fit through a hole the size of a,Mice can fit through a hole the size of a pencil.,9453, quarter,77667, dime,0.9687160212349717,0.6570115537699417,2.2993075847625732,0.3430991176236171,0.4213077135284627,0.42172886846137203,True,1,2.826251619264249,True,1,6.7015844316645765,133.824148198564,1072.7573083186385,0.003151365983930077,0.012962951483805694,0.06086412400828815,32.53339866219725,0.01437577051227042,0.045616834332566206,29.336087975347542,0.002508052230358065,0.004964507667451427,168.1499545171607
2093,A fact about pregnancy is tha pregnant women often have insane mood,A fact about pregnancy is tha pregnant women often have insane mood swings.,70739, swings,4559, changes,9.52747468586367,3.455360464229358,2.221733331680298,0.34327508282757047,4.28830703937724,4.292595301686285,True,1,27.7823907745422,True,1,6.472166328754142,145.2009373040749,1045.4857129865245,0.029563137686204305,0.006921797673866143,0.10894464912686741,620.1561363016081,0.020103079993700763,0.032241615063009536,213.5292354719454,0.014078125989693038,0.008490097197943195,304.9124084291479
4155,Toothpaste is not very good for cleaning,Toothpaste is not very good for cleaning teeth.,861, your,573, the,4.878465732108225,0.7892536959658847,2.046058416366577,0.5268555790862239,2.3843237774078228,2.3867078941460105,True,1,9.26884759183787,True,1,3.8835282753168094,189.4275546790237,621.9003694701511,0.012599581397702026,0.005176990774048822,0.10576417139696877,461.0222421314871,0.019953805341039407,0.08265837411135049,119.61166571256555,0.0051125311620965645,0.013276062336998271,466.83488441902443
3133,The study of human development is called,The study of human development is called psychology.,47492, developmental,476, a,1.2528620764395555,0.7070680886772718,2.8034119606018066,0.50691563617915,0.4469061607950779,0.44735323676073496,True,1,2.47401198105801,True,1,5.530332135232152,175.64824363341398,914.1431454836857,0.002546869968676612,0.0012723342471233404,0.19411164944216092,351.6004051389559,0.0379110931489675,0.03160064372055879,11.800061660129643,0.0058940355724718735,0.002953821865034084,75.89931062684806
1438,"Owls are nocturnal, meaning active at","Owls are nocturnal, meaning active at night.",3354, night,68171, dusk,4.694953025414347,4.569266063282701,2.113585948944092,0.21227135679135503,2.2213210812457653,2.2235422111703587,True,1,22.139811303911713,True,1,9.957000677877147,112.79977736378628,1627.918200354146,0.019712292551777803,0.015234267495861351,0.032858254019372646,145.95662126678698,0.03249293979698372,0.018353533017095865,68.43154928618577,0.013253913005656669,0.0001824293119060019,167.76496195662125
4287,Rocks are generally harder than,Rocks are generally harder than tools.,31740, minerals,573, the,0.00801158306779115,0.004790650707484634,2.999451160430908,0.5102098566966117,0.0026710163424165196,0.0026736458501846667,True,1,0.015717982902337425,True,1,5.878857478918458,152.16057930496484,942.7958208145557,1.7571212349461845e-05,0.0010248371339963232,0.10225925443009448,2.608849505441768,0.006111109427598331,0.013672106861501394,0.43750580510148235,0.003409521739202552,0.006151310865498172,0.7841703484225332
3952,The film based on the book Jumanji was actually filmed in the author's,The film based on the book Jumanji was actually filmed in the author's backyard.,2078, home,68082, hometown,1.2063023039117056,0.27529514556140056,2.176788806915283,0.5324390078640356,0.5541659806773587,0.5547202698111985,True,1,2.2678820942324847,True,1,4.088334639374848,197.88085472530298,670.4368211592492,0.002803304395370931,0.015094666154562102,0.20933402214333086,36.74942288429107,0.014579801052530554,0.041758431753308616,38.04717689991511,0.01290848402140848,0.016499953558411905,42.97330878600502
3152,Scientists have found cells in the human body with the same genetic makeup as a,Scientists have found cells in the human body with the same genetic makeup as a dinosaur.,235248, ,1916, type,0.3215139356275074,0.10890486367295171,2.587128162384033,0.6391870100341002,0.12427445238400288,0.12439856221407378,True,1,0.5035068502658304,True,1,4.047529499572193,180.740369779185,656.5278290435797,0.0006882721462064872,0.0005411375008305809,0.048744569926010756,229.8834621942426,0.040090167903377556,0.03835906115253733,3.102969349339974,0.021695756509863235,0.0034318853306833643,5.733773890646321
1378,Chimpanzees have been observed using tools to fish for,Chimpanzees have been observed using tools to fish for termites.,184810, termites,2960, food,3.004091246800595,1.3947170013016341,2.672309637069702,0.4719370078460554,1.1241553767304844,1.1252794554697536,True,1,6.371814911355206,True,1,5.662428901890206,178.74611682287846,919.6961247578123,0.006295406442786143,0.020524912091559024,0.10084102572065404,54.82505603191015,0.003482790589129224,0.01456784941695748,323.097075943087,0.0006790770253726816,0.018686594577670208,1657.0718982168382
